"","id","name.wikitag","fraction","fraction.id","position","position.clean","start.date","end.date","landtag.state.abb","electoralperiod"
"HB.1","/wiki/Reinhard_Barsuhn-hb-12","/wiki/Reinhard_Barsuhn","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",12
"HB.2","/wiki/Lothar_Koring-hb-12","/wiki/Lothar_Koring","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",12
"HB.3","/wiki/Carl-Heinz_Schmurr-hb-12","/wiki/Carl-Heinz_Schmurr","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",12
"HB.4","/wiki/Peter_Kudella-hb-12","/wiki/Peter_Kudella","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",12
"HB.5","/wiki/G%C3%BCnter_Klein_(Politiker,_1930)-hb-12","/wiki/G%C3%BCnter_Klein_(Politiker,_1930)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",12
"HB.6","/wiki/Reinhard_Metz_(Politiker)-hb-12","/wiki/Reinhard_Metz_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",12
"HB.7","/wiki/Elisabeth_Hackstein-hb-12","/wiki/Elisabeth_Hackstein","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",12
"HB.8","/w/index.php?title=Hans-Joachim_Sygusch&action=edit&redlink=1-hb-12","/w/index.php?title=Hans-Joachim_Sygusch&action=edit&redlink=1","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",12
"HB.9","/w/index.php?title=Paul-Hermann_Tiefenbach&action=edit&redlink=1-hb-12","/w/index.php?title=Paul-Hermann_Tiefenbach&action=edit&redlink=1","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",12
"HB.10","/wiki/Claus_J%C3%A4ger_(Politiker,_1943)-hb-12","/wiki/Claus_J%C3%A4ger_(Politiker,_1943)","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",12
"HB.11","/wiki/Heinrich_Welke-hb-12","/wiki/Heinrich_Welke","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",12
"HB.12","/wiki/Claus_Dittbrenner-hb-13","/wiki/Claus_Dittbrenner","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",13
"HB.13","/wiki/Reinhard_Barsuhn-hb-13","/wiki/Reinhard_Barsuhn","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.14","/wiki/Marlies_Marken-hb-13","/wiki/Marlies_Marken","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.15","/wiki/Carl-Heinz_Schmurr-hb-13","/wiki/Carl-Heinz_Schmurr","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.16","/wiki/Peter_Kudella-hb-13","/wiki/Peter_Kudella","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",13
"HB.17","/wiki/Reinhard_Metz_(Politiker)-hb-13","/wiki/Reinhard_Metz_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.18","/wiki/Elisabeth_Charlotte_Motschmann-hb-13","/wiki/Elisabeth_Charlotte_Motschmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.19","/wiki/Michael_Teiser-hb-13","/wiki/Michael_Teiser","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.20","/wiki/Karoline_Linnert-hb-13","/wiki/Karoline_Linnert","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",13
"HB.21","/wiki/Dieter_M%C3%BCtzelburg-hb-13","/wiki/Dieter_M%C3%BCtzelburg","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",13
"HB.22","/wiki/Martin_Thomas_(Politiker)-hb-13","/wiki/Martin_Thomas_(Politiker)","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",13
"HB.23","/wiki/Heinrich_Welke-hb-13","/wiki/Heinrich_Welke","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",13
"HB.24","/wiki/Harald_Neujahr-hb-13","/wiki/Harald_Neujahr","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.25","/w/index.php?title=Annelene_von_Sch%C3%B6nfeld&action=edit&redlink=1-hb-13","/w/index.php?title=Annelene_von_Sch%C3%B6nfeld&action=edit&redlink=1","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.26","/w/index.php?title=Marion_Blohm&action=edit&redlink=1-hb-13","/w/index.php?title=Marion_Blohm&action=edit&redlink=1","DVU","DVU","Gruppenvorsitz","Fraktionsvorsitz",NA,NA,"hb",13
"HB.27","/wiki/Hans-Otto_Weidenbach-hb-13","/wiki/Hans-Otto_Weidenbach","DVU","DVU","Stellvertretender Gruppenvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.28","/w/index.php?title=Elfriede_Budina&action=edit&redlink=1-hb-13","/w/index.php?title=Elfriede_Budina&action=edit&redlink=1","DVU","DVU","Stellvertretender Gruppenvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",13
"HB.29","/w/index.php?title=Hans_Altermann&action=edit&redlink=1-hb-13","/w/index.php?title=Hans_Altermann&action=edit&redlink=1","NK","NK","Gruppenvorsitz","Fraktionsvorsitz",NA,NA,"hb",13
"HB.30","/w/index.php?title=Elke_Kr%C3%B6ning&action=edit&redlink=1-hb-14","/w/index.php?title=Elke_Kr%C3%B6ning&action=edit&redlink=1","AFB","AFB","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",14
"HB.31","/wiki/Andreas_Lojewski-hb-14","/wiki/Andreas_Lojewski","AFB","AFB","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",14
"HB.32","/w/index.php?title=Albert_Marken&action=edit&redlink=1-hb-14","/w/index.php?title=Albert_Marken&action=edit&redlink=1","AFB","AFB","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",14
"HB.33","/wiki/Karoline_Linnert-hb-14","/wiki/Karoline_Linnert","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",14
"HB.34","/wiki/Dieter_M%C3%BCtzelburg-hb-14","/wiki/Dieter_M%C3%BCtzelburg","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",14
"HB.35","/wiki/Helga_Tr%C3%BCpel-hb-14","/wiki/Helga_Tr%C3%BCpel","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",NA,NA,"hb",14
"HB.36","/wiki/Elisabeth_Charlotte_Motschmann-hb-14","/wiki/Elisabeth_Charlotte_Motschmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",14
"HB.37","/wiki/Helmut_Pflugradt-hb-14","/wiki/Helmut_Pflugradt","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",14
"HB.38","/wiki/Bernd_Ravens-hb-14","/wiki/Bernd_Ravens","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",14
"HB.39","/wiki/Ronald-Mike_Neumeyer-hb-14","/wiki/Ronald-Mike_Neumeyer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",14
"HB.40","/wiki/Christian_Weber_(Politiker,_1946)-hb-14","/wiki/Christian_Weber_(Politiker,_1946)","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",14
"HB.41","/w/index.php?title=Barbara_Kl%C3%B6pper&action=edit&redlink=1-hb-14","/w/index.php?title=Barbara_Kl%C3%B6pper&action=edit&redlink=1","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",14
"HB.42","/wiki/Wilfried_T%C3%B6pfer-hb-14","/wiki/Wilfried_T%C3%B6pfer","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",14
"HB.43","/wiki/Jens_B%C3%B6hrnsen-hb-15","/wiki/Jens_B%C3%B6hrnsen","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",15
"HB.44","/wiki/Eva-Maria_Lemke_(Politikerin)-hb-15","/wiki/Eva-Maria_Lemke_(Politikerin)","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",15
"HB.45","/wiki/Marlies_Marken-hb-15","/wiki/Marlies_Marken","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",15
"HB.46","/wiki/Jens_Eckhoff_(Politiker)-hb-15","/wiki/Jens_Eckhoff_(Politiker)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",15
"HB.47","/wiki/Michael_Teiser-hb-15","/wiki/Michael_Teiser","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",15
"HB.48","/wiki/Matthias_G%C3%BCldner-hb-15","/wiki/Matthias_G%C3%BCldner","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",15
"HB.49","/wiki/Helga_Tr%C3%BCpel-hb-15","/wiki/Helga_Tr%C3%BCpel","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",15
"HB.50","/wiki/Carsten_Sieling-hb-16","/wiki/Carsten_Sieling","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",16
"HB.51","/wiki/Marlies_Marken-hb-16","/wiki/Marlies_Marken","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",16
"HB.52","/wiki/Cornelia_Wiedemeyer-hb-16","/wiki/Cornelia_Wiedemeyer","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",16
"HB.53","/wiki/Hartmut_Perschau-hb-16","/wiki/Hartmut_Perschau","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",16
"HB.54","/wiki/Dieter_Focke-hb-16","/wiki/Dieter_Focke","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",16
"HB.55","/wiki/Helmut_Pflugradt-hb-16","/wiki/Helmut_Pflugradt","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",16
"HB.56","/wiki/Karoline_Linnert-hb-16","/wiki/Karoline_Linnert","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",16
"HB.57","/wiki/Matthias_G%C3%BCldner-hb-16","/wiki/Matthias_G%C3%BCldner","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",16
"HB.58","/wiki/Anja_Stahmann-hb-16","/wiki/Anja_Stahmann","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",16
"HB.59","/wiki/Bj%C3%B6rn_Tsch%C3%B6pe-hb-17","/wiki/Bj%C3%B6rn_Tsch%C3%B6pe","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",17
"HB.60","/wiki/Sybille_B%C3%B6schen-hb-17","/wiki/Sybille_B%C3%B6schen","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.61","/wiki/Birgit_Busch-hb-17","/wiki/Birgit_Busch","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.62","/wiki/Thomas_R%C3%B6wekamp-hb-17","/wiki/Thomas_R%C3%B6wekamp","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",17
"HB.63","/wiki/Dieter_Focke-hb-17","/wiki/Dieter_Focke","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.64","/wiki/Rita_Mohr-L%C3%BCllmann-hb-17","/wiki/Rita_Mohr-L%C3%BCllmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.65","/wiki/Heiko_Strohmann-hb-17","/wiki/Heiko_Strohmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.66","/wiki/Matthias_G%C3%BCldner-hb-17","/wiki/Matthias_G%C3%BCldner","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",17
"HB.67","/wiki/Bj%C3%B6rn_Fecker-hb-17","/wiki/Bj%C3%B6rn_Fecker","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.68","/wiki/Anja_Stahmann-hb-17","/wiki/Anja_Stahmann","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.69","/wiki/Peter_Erlanson-hb-17","/wiki/Peter_Erlanson","Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",17
"HB.70","/wiki/Monique_Troedel-hb-17","/wiki/Monique_Troedel","Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",17
"HB.71","/wiki/Oliver_M%C3%B6llenst%C3%A4dt-hb-17","/wiki/Oliver_M%C3%B6llenst%C3%A4dt","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",17
"HB.72","/wiki/Mark_Ella_(Politiker)-hb-17","/wiki/Mark_Ella_(Politiker)","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",17
"HB.73","/wiki/Bj%C3%B6rn_Tsch%C3%B6pe-hb-18","/wiki/Bj%C3%B6rn_Tsch%C3%B6pe","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",18
"HB.74","/wiki/Sybille_B%C3%B6schen-hb-18","/wiki/Sybille_B%C3%B6schen","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.75","/wiki/Karin_Garling-hb-18","/wiki/Karin_Garling","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.76","/wiki/Matthias_G%C3%BCldner-hb-18","/wiki/Matthias_G%C3%BCldner","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",18
"HB.77","/wiki/Bj%C3%B6rn_Fecker-hb-18","/wiki/Bj%C3%B6rn_Fecker","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.78","/wiki/Maike_Schaefer-hb-18","/wiki/Maike_Schaefer","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.79","/wiki/Thomas_R%C3%B6wekamp-hb-18","/wiki/Thomas_R%C3%B6wekamp","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",18
"HB.80","/wiki/Rita_Mohr-L%C3%BCllmann-hb-18","/wiki/Rita_Mohr-L%C3%BCllmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.81","/wiki/Heiko_Strohmann-hb-18","/wiki/Heiko_Strohmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.82","/wiki/Kristina_Vogt-hb-18","/wiki/Kristina_Vogt","Die Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"hb",18
"HB.83","/wiki/Klaus-Rainer_Rupp-hb-18","/wiki/Klaus-Rainer_Rupp","Die Linke","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.84","/wiki/Cindi_Tuncel-hb-18","/wiki/Cindi_Tuncel","Die Linke","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"hb",18
"HB.85","/wiki/Sybille_B%C3%B6schen-hb-19","/wiki/Sybille_B%C3%B6schen","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.86","/wiki/Thomas_vom_Bruch-hb-19","/wiki/Thomas_vom_Bruch","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.87","/wiki/Magnus_Buhlert-hb-19","/wiki/Magnus_Buhlert","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.88","/wiki/Bj%C3%B6rn_Fecker-hb-19","/wiki/Bj%C3%B6rn_Fecker","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.89","/wiki/Hauke_Hilz-hb-19","/wiki/Hauke_Hilz","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.90","/wiki/Thomas_R%C3%B6wekamp-hb-19","/wiki/Thomas_R%C3%B6wekamp","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.91","/wiki/Klaus-Rainer_Rupp-hb-19","/wiki/Klaus-Rainer_Rupp","Die Linke","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.92","/wiki/Maike_Schaefer-hb-19","/wiki/Maike_Schaefer","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.93","/wiki/Bj%C3%B6rn_Tsch%C3%B6pe-hb-19","/wiki/Bj%C3%B6rn_Tsch%C3%B6pe","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.94","/wiki/Cindi_Tuncel-hb-19","/wiki/Cindi_Tuncel","Die Linke","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
"HB.95","/wiki/Kristina_Vogt-hb-19","/wiki/Kristina_Vogt","Die Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2015-07-01,2019-07-02,"hb",19
