"","id","name.wikitag","fraction","fraction.id","position","position.clean","start.date","end.date","landtag.state.abb","electoralperiod"
"SH.35","/wiki/Wolfgang_Kubicki-sh-18","/wiki/Wolfgang_Kubicki","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sh",18
"SH.36","/wiki/Patrick_Breyer-sh-18","/wiki/Patrick_Breyer","PIRATEN","PIRATEN","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sh",18
"SH.37","/wiki/Lars_Harms_(Politiker)-sh-18","/wiki/Lars_Harms_(Politiker)","SSW","SSW","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sh",18
"SH.38","/wiki/Tobias_Koch_(Politiker)-sh-19","/wiki/Tobias_Koch_(Politiker)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.39","/wiki/Tim_Brockmann-sh-19","/wiki/Tim_Brockmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.40","/wiki/Peter_Lehnert-sh-19","/wiki/Peter_Lehnert","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.41","/wiki/Katja_Rathje-Hoffmann-sh-19","/wiki/Katja_Rathje-Hoffmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.42","/wiki/Hans-J%C3%B6rn_Arp-sh-19","/wiki/Hans-J%C3%B6rn_Arp","CDU","CDU","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-06-06,2022-04-28,"sh",19
"SH.43","/wiki/Ralf_Stegner-sh-19","/wiki/Ralf_Stegner","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2017-06-06,2021-06-15,"sh",19
"SH.44","/wiki/Serpil_Midyatli-sh-19","/wiki/Serpil_Midyatli","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2021-06-15,2022-04-28,"sh",19
"SH.45","/wiki/Martin_Habersaat-sh-19","/wiki/Martin_Habersaat","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.46","/wiki/Serpil_Midyatli-sh-19","/wiki/Serpil_Midyatli","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2021-06-15,"sh",19
"SH.47","/wiki/Birte_Pauls-sh-19","/wiki/Birte_Pauls","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.48","/wiki/Birgit_Herdej%C3%BCrgen-sh-19","/wiki/Birgit_Herdej%C3%BCrgen","SPD","SPD","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-06-06,2022-04-28,"sh",19
"SH.49","/wiki/Erika_von_Kalben-sh-19","/wiki/Erika_von_Kalben","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.50","/wiki/Lasse_Petersdotter-sh-19","/wiki/Lasse_Petersdotter","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.51","/wiki/Marret_Bohn-sh-19","/wiki/Marret_Bohn","GRÜNE","GRÜNE","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-06-06,2022-04-28,"sh",19
"SH.52","/wiki/Wolfgang_Kubicki-sh-19","/wiki/Wolfgang_Kubicki","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2017-06-06,2017-12-15,"sh",19
"SH.53","/wiki/Christopher_Vogt-sh-19","/wiki/Christopher_Vogt","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2017-12-16,2022-04-28,"sh",19
"SH.54","/wiki/Anita_Klahn-sh-19","/wiki/Anita_Klahn","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.55","/wiki/Oliver_Kumbartzky-sh-19","/wiki/Oliver_Kumbartzky","FDP","FDP","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-06-06,2022-04-28,"sh",19
"SH.56","/wiki/Lars_Harms_(Politiker)-sh-19","/wiki/Lars_Harms_(Politiker)","SSW","SSW","Fraktionsvorsitz","Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SH.57","/wiki/Jette_Waldinger-Thiering-sh-19","/wiki/Jette_Waldinger-Thiering","SSW","SSW","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-06-06,2022-04-28,"sh",19
"SL.1","/wiki/Reinhard_Klimmt-sl-10","/wiki/Reinhard_Klimmt","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",10
"SL.2","/wiki/Peter_Jacoby-sl-10","/wiki/Peter_Jacoby","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",10
"SL.3","/wiki/Brunhilde_M%C3%BCller-sl-10","/wiki/Brunhilde_M%C3%BCller","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",10
"SL.4","/wiki/Rainer_Tabillion-sl-11","/wiki/Rainer_Tabillion","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",11
"SL.5","/wiki/Peter_M%C3%BCller_(Ministerpr%C3%A4sident)-sl-11","/wiki/Peter_M%C3%BCller_(Ministerpr%C3%A4sident)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",11
"SL.6","/wiki/Hubert_Ulrich-sl-11","/wiki/Hubert_Ulrich","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",11
"SL.7","/wiki/Peter_Hans-sl-12","/wiki/Peter_Hans","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",12
"SL.8","/wiki/Heiko_Maas-sl-12","/wiki/Heiko_Maas","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",12
"SL.9","/wiki/J%C3%BCrgen_Schreier-sl-13","/wiki/J%C3%BCrgen_Schreier","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2007-08-21,2009-09-22,"sl",13
"SL.10","/wiki/Peter_Hans-sl-13","/wiki/Peter_Hans","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2004-09-29,2007-07-27,"sl",13
"SL.11","/wiki/Georg_Jungmann-sl-13","/wiki/Georg_Jungmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2004-09-29,2009-09-22,"sl",13
"SL.12","/wiki/Helma_Kuhn-Theis-sl-13","/wiki/Helma_Kuhn-Theis","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2004-09-29,2009-09-22,"sl",13
"SL.13","/wiki/Hans_Ley-sl-13","/wiki/Hans_Ley","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2004-09-29,2009-09-22,"sl",13
"SL.14","/wiki/Klaus_Meiser-sl-13","/wiki/Klaus_Meiser","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2004-09-29,2009-09-22,"sl",13
"SL.15","/wiki/Alfons_Vogtel-sl-13","/wiki/Alfons_Vogtel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2004-09-29,2007-04-15,"sl",13
"SL.16","/wiki/Heiko_Maas-sl-13","/wiki/Heiko_Maas","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",13
"SL.17","/wiki/Christoph_Hartmann_(Politiker)-sl-13","/wiki/Christoph_Hartmann_(Politiker)","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",13
"SL.18","/wiki/Hubert_Ulrich-sl-13","/wiki/Hubert_Ulrich","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"sl",13
"SL.19","/wiki/J%C3%BCrgen_Schreier-sl-14","/wiki/J%C3%BCrgen_Schreier","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-23,2009-11-05,"sl",14
"SL.20","/wiki/Klaus_Meiser-sl-14","/wiki/Klaus_Meiser","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2009-11-06,2012-04-23,"sl",14
"SL.21","/wiki/Heiko_Maas-sl-14","/wiki/Heiko_Maas","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-23,2012-04-23,"sl",14
"SL.22","/wiki/Oskar_Lafontaine-sl-14","/wiki/Oskar_Lafontaine","Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-23,2012-04-23,"sl",14
"SL.23","/wiki/Christoph_Hartmann_(Politiker)-sl-14","/wiki/Christoph_Hartmann_(Politiker)","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-23,2009-11-10,"sl",14
"SL.24","/wiki/Horst_Hinschberger-sl-14","/wiki/Horst_Hinschberger","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2009-11-11,2010-12-31,"sl",14
"SL.25","/wiki/Christian_Schmitt_(Politiker)-sl-14","/wiki/Christian_Schmitt_(Politiker)","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2011-01-01,2011-12-14,"sl",14
"SL.26","/wiki/Christoph_Hartmann_(Politiker)-sl-14","/wiki/Christoph_Hartmann_(Politiker)","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2012-01-01,2012-04-23,"sl",14
"SL.27","/wiki/Egbert_Ulrich-sl-14","/wiki/Egbert_Ulrich","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-23,2012-04-23,"sl",14
"SL.28","/wiki/Klaus_Meiser-sl-15","/wiki/Klaus_Meiser","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2012-04-24,2015-11-11,"sl",15
"SL.29","/wiki/Tobias_Hans-sl-15","/wiki/Tobias_Hans","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2015-11-24,2017-04-24,"sl",15
"SL.30","/wiki/Stefan_Pauluhn-sl-15","/wiki/Stefan_Pauluhn","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2012-04-24,2017-04-24,"sl",15
"SL.31","/wiki/Oskar_Lafontaine-sl-15","/wiki/Oskar_Lafontaine","LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2012-04-24,2017-04-24,"sl",15
"SL.32","/wiki/Michael_Hilberer-sl-15","/wiki/Michael_Hilberer","PIRATEN","PIRATEN","Fraktionsvorsitz","Fraktionsvorsitz",2012-04-24,2017-04-24,"sl",15
"SL.33","/wiki/Hubert_Ulrich-sl-15","/wiki/Hubert_Ulrich","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2012-04-24,2017-04-24,"sl",15
"SL.34","/wiki/Tobias_Hans-sl-16","/wiki/Tobias_Hans","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2017-04-25,2018-03-15,"sl",16
"SL.35","/wiki/Alexander_Funk_(Politiker)-sl-16","/wiki/Alexander_Funk_(Politiker)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2018-03-16,2022-04-14,"sl",16
"SL.36","/wiki/Hermann-Josef_Scharf-sl-16","/wiki/Hermann-Josef_Scharf","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.37","/wiki/Peter_Strobel-sl-16","/wiki/Peter_Strobel","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2018-03-15,"sl",16
"SL.38","/wiki/Alexander_Funk_(Politiker)-sl-16","/wiki/Alexander_Funk_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-05-16,2018-03-15,"sl",16
"SL.39","/wiki/Dagmar_Heib-sl-16","/wiki/Dagmar_Heib","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-05-16,2022-04-14,"sl",16
"SL.40","/wiki/Helma_Kuhn-Theis-sl-16","/wiki/Helma_Kuhn-Theis","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2018-03-16,2022-04-14,"sl",16
"SL.41","/wiki/Bernd_Wegner_(Politiker)-sl-16","/wiki/Bernd_Wegner_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2018-03-16,2022-04-14,"sl",16
"SL.42","/wiki/Roland_Theis-sl-16","/wiki/Roland_Theis","CDU","CDU","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-04-25,2017-05-15,"sl",16
"SL.43","/wiki/Stefan_Thielen-sl-16","/wiki/Stefan_Thielen","CDU","CDU","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-05-16,2022-04-14,"sl",16
"SL.44","/wiki/Stefan_Pauluhn-sl-16","/wiki/Stefan_Pauluhn","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2017-04-25,2019-09-18,"sl",16
"SL.45","/wiki/Ulrich_Commer%C3%A7on-sl-16","/wiki/Ulrich_Commer%C3%A7on","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2019-09-19,2022-04-14,"sl",16
"SL.46","/wiki/Magnus_Jung-sl-16","/wiki/Magnus_Jung","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.47","/wiki/Eugen_Roth_(Politiker)-sl-16","/wiki/Eugen_Roth_(Politiker)","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.48","/wiki/Petra_Berg-sl-16","/wiki/Petra_Berg","SPD","SPD","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-04-25,2022-04-14,"sl",16
"SL.49","/wiki/Oskar_Lafontaine-sl-16","/wiki/Oskar_Lafontaine","LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2017-04-25,2022-03-17,"sl",16
"SL.50","/wiki/Dagmar_Ensch-Engel-sl-16","/wiki/Dagmar_Ensch-Engel","LINKE","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2018-08-15,"sl",16
"SL.51","/wiki/Astrid_Schramm-sl-16","/wiki/Astrid_Schramm","LINKE","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.52","/wiki/Jochen_Flackus-sl-16","/wiki/Jochen_Flackus","LINKE","LINKE","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-04-25,2022-04-14,"sl",16
"SL.53","/wiki/Josef_D%C3%B6rr-sl-16","/wiki/Josef_D%C3%B6rr","AfD","AfD","Fraktionsvorsitz","Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.54","/wiki/Rudolf_M%C3%BCller_(Politiker,_1951)-sl-16","/wiki/Rudolf_M%C3%BCller_(Politiker,_1951)","AfD","AfD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.55","/wiki/Barbara_Spaniol-sl-16","/wiki/Barbara_Spaniol","Saar-Linke","Saar-Linke","Fraktionsvorsitz","Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.56","/wiki/Dagmar_Ensch-Engel-sl-16","/wiki/Dagmar_Ensch-Engel","Saar-Linke","Saar-Linke","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-04-25,2022-04-14,"sl",16
"SL.57","/wiki/Dagmar_Ensch-Engel-sl-16","/wiki/Dagmar_Ensch-Engel","Saar-Linke","Saar-Linke","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",2017-04-25,2022-04-14,"sl",16
"SN.1","/wiki/Herbert_Goliasch-sn-1","/wiki/Herbert_Goliasch","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-10-27,1994-10-05,"sn",1
"SN.2","/wiki/Karl-Heinz_Kunckel-sn-1","/wiki/Karl-Heinz_Kunckel","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",1990-10-27,1994-10-05,"sn",1
"SN.3","/wiki/Klaus_Bartl-sn-1","/wiki/Klaus_Bartl","Linke Liste - PDS (LL-PDS)","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",1990-10-27,1994-10-05,"sn",1
"SN.4","/wiki/G%C3%BCnter_Kr%C3%B6ber-sn-1","/wiki/G%C3%BCnter_Kr%C3%B6ber","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",1990-10-27,1994-10-05,"sn",1
"SN.5","/wiki/Martin_B%C3%B6ttger-sn-1","/wiki/Martin_B%C3%B6ttger","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",1990-10-27,1994-10-05,"sn",1
"SN.6","/wiki/Fritz_H%C3%A4hle-sn-2","/wiki/Fritz_H%C3%A4hle","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1994-10-06,1999-10-12,"sn",2
"SN.7","/wiki/Peter_Porsch-sn-2","/wiki/Peter_Porsch","PDS","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",1994-10-06,1999-10-12,"sn",2
"SN.8","/wiki/Karl-Heinz_Kunckel-sn-2","/wiki/Karl-Heinz_Kunckel","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",1994-10-06,1999-10-12,"sn",2
"SN.9","/wiki/Fritz_H%C3%A4hle-sn-3","/wiki/Fritz_H%C3%A4hle","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-13,2004-10-18,"sn",3
"SN.10","/wiki/Thomas_Jurk-sn-3","/wiki/Thomas_Jurk","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-13,2004-10-18,"sn",3
"SN.11","/wiki/Peter_Porsch-sn-3","/wiki/Peter_Porsch","PDS","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-13,2004-10-18,"sn",3
"SN.12","/wiki/Fritz_H%C3%A4hle-sn-4","/wiki/Fritz_H%C3%A4hle","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2004-10-19,2008-06-15,"sn",4
"SN.13","/wiki/Steffen_Flath-sn-4","/wiki/Steffen_Flath","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2008-06-16,2009-09-28,"sn",4
"SN.14","/wiki/Andr%C3%A9_Hahn_(Politiker)-sn-4","/wiki/Andr%C3%A9_Hahn_(Politiker)","Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2004-10-19,2009-09-28,"sn",4
"SN.15","/wiki/Cornelius_Weiss-sn-4","/wiki/Cornelius_Weiss","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2004-10-19,2007-06-30,"sn",4
"SN.16","/wiki/Martin_Dulig-sn-4","/wiki/Martin_Dulig","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2007-07-01,2009-09-28,"sn",4
"SN.17","/wiki/Holger_Apfel-sn-4","/wiki/Holger_Apfel","NPD","NPD","Fraktionsvorsitz","Fraktionsvorsitz",2004-10-19,2009-09-28,"sn",4
"SN.18","/wiki/Holger_Zastrow-sn-4","/wiki/Holger_Zastrow","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2004-10-19,2009-09-28,"sn",4
"SN.19","/wiki/Antje_Hermenau-sn-4","/wiki/Antje_Hermenau","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2004-10-19,2009-09-28,"sn",4
"SN.20","/wiki/Steffen_Flath-sn-5","/wiki/Steffen_Flath","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-29,2014-09-28,"sn",5
"SN.21","/wiki/Andr%C3%A9_Hahn_(Politiker)-sn-5","/wiki/Andr%C3%A9_Hahn_(Politiker)","Die Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-29,2012-07-15,"sn",5
"SN.22","/wiki/Rico_Gebhardt-sn-5","/wiki/Rico_Gebhardt","Die Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2012-07-16,2014-09-28,"sn",5
"SN.23","/wiki/Martin_Dulig-sn-5","/wiki/Martin_Dulig","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-29,2014-09-28,"sn",5
"SN.24","/wiki/Holger_Zastrow-sn-5","/wiki/Holger_Zastrow","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-29,2014-09-28,"sn",5
"SN.25","/wiki/Antje_Hermenau-sn-5","/wiki/Antje_Hermenau","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-29,2014-09-28,"sn",5
"SN.26","/wiki/Holger_Apfel-sn-5","/wiki/Holger_Apfel","NPD","NPD","Fraktionsvorsitz","Fraktionsvorsitz",2009-09-29,2013-12-15,"sn",5
"SN.27","/wiki/Johannes_M%C3%BCller_(Politiker,_1969)-sn-5","/wiki/Johannes_M%C3%BCller_(Politiker,_1969)","NPD","NPD","Fraktionsvorsitz","Fraktionsvorsitz",2013-12-16,2014-02-15,"sn",5
"SN.28","/wiki/Holger_Szymanski-sn-5","/wiki/Holger_Szymanski","NPD","NPD","Fraktionsvorsitz","Fraktionsvorsitz",2014-03-01,2014-09-28,"sn",5
"SN.29","/wiki/Frank_Kupfer-sn-6","/wiki/Frank_Kupfer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2014-09-29,2018-09-13,"sn",6
"SN.30","/wiki/Christian_Hartmann_(Politiker,_1974)-sn-6","/wiki/Christian_Hartmann_(Politiker,_1974)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2018-09-25,2019-09-30,"sn",6
"SN.31","/wiki/Rico_Gebhardt-sn-6","/wiki/Rico_Gebhardt","LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.32","/wiki/Martin_Dulig-sn-6","/wiki/Martin_Dulig","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2014-09-29,2014-11-12,"sn",6
"SN.33","/wiki/Dirk_Panter-sn-6","/wiki/Dirk_Panter","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2014-11-24,2019-09-30,"sn",6
"SN.34","/wiki/Frauke_Petry-sn-6","/wiki/Frauke_Petry","AfD","AfD","Fraktionsvorsitz","Fraktionsvorsitz",2014-09-29,2017-09-30,"sn",6
"SN.35","/wiki/J%C3%B6rg_Urban-sn-6","/wiki/J%C3%B6rg_Urban","AfD","AfD","Fraktionsvorsitz","Fraktionsvorsitz",2017-10-19,2019-09-30,"sn",6
"SN.36","/wiki/Volkmar_Zschocke-sn-6","/wiki/Volkmar_Zschocke","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2014-09-29,2018-05-22,"sn",6
"SN.37","/wiki/Wolfram_G%C3%BCnther-sn-6","/wiki/Wolfram_G%C3%BCnther","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2018-05-23,2019-09-30,"sn",6
"SN.38","/wiki/Stephan_Meyer_(Politiker)-sn-6","/wiki/Stephan_Meyer_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.39","/wiki/Ines_Springer-sn-6","/wiki/Ines_Springer","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.40","/wiki/Georg-Ludwig_von_Breitenbuch-sn-6","/wiki/Georg-Ludwig_von_Breitenbuch","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.41","/wiki/Thomas_Colditz-sn-6","/wiki/Thomas_Colditz","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.42","/wiki/Henning_Homann-sn-6","/wiki/Henning_Homann","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.43","/wiki/Hanka_Kliese-sn-6","/wiki/Hanka_Kliese","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.44","/wiki/Volkmar_Winkler_(Politiker,_1959)-sn-6","/wiki/Volkmar_Winkler_(Politiker,_1959)","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.45","/wiki/J%C3%B6rg_Urban-sn-6","/wiki/J%C3%B6rg_Urban","AfD","AfD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2017-10-18,"sn",6
"SN.46","/wiki/Andr%C3%A9_Wendt-sn-6","/wiki/Andr%C3%A9_Wendt","AfD","AfD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-10-19,2019-09-30,"sn",6
"SN.47","/wiki/Carsten_H%C3%BCtter-sn-6","/wiki/Carsten_H%C3%BCtter","AfD","AfD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2017-10-19,2019-09-30,"sn",6
"SN.48","/wiki/Franziska_Schubert_(Politikerin)-sn-6","/wiki/Franziska_Schubert_(Politikerin)","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2014-09-29,2019-09-30,"sn",6
"SN.49","/wiki/Stephan_Meyer_(Politiker)-sn-6","/wiki/Stephan_Meyer_(Politiker)","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2014-09-29,2019-09-30,"sn",6
"SN.50","/wiki/Sarah_Buddeberg-sn-6","/wiki/Sarah_Buddeberg","LINKE","LINKE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2014-09-29,2019-09-30,"sn",6
"SN.51","/wiki/Dagmar_Neukirch-sn-6","/wiki/Dagmar_Neukirch","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2014-09-29,2019-09-30,"sn",6
"SN.52","/wiki/Uwe_Wurlitzer-sn-6","/wiki/Uwe_Wurlitzer","AfD","AfD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2014-09-29,2019-09-30,"sn",6
"SN.53","/wiki/Andr%C3%A9_Barth-sn-6","/wiki/Andr%C3%A9_Barth","AfD","AfD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2014-09-29,2019-09-30,"sn",6
"SN.54","/wiki/Valentin_Lippmann-sn-6","/wiki/Valentin_Lippmann","GRÜNE","GRÜNE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2014-09-29,2019-09-30,"sn",6
